official_name,FECID,nothing_2024,firstname,lastname,bioname,state,state_abb,district,incumbent,level,electoral_district,office_name,candidate_UUID,party_ID,DOB,race,gender,person_UUID,ICPSR,state_ICPSR,bioguide_ID,nominate_dim1,office_facebook_page,office_instagram_account,office_twitter_account,office_youtube_account,office_tiktok_account,campaign_facebook_page,campaign_instagram_account,campaign_twitter_account,campaign_youtube_account,campaign_tiktok_account,office_truthsocial_account,campaign_truthsocial_account,office_telegram_account,campaign_telegram_account,office_gettr_account,campaign_gettr_account,office_rumble_account,campaign_rumble_account,cook_2024,competitive,seatup_2024,cookreport24_raw,party_standardized
Michael Guest,H8MS03125,0.0,Michael,Guest,"GUEST, Michael",Mississippi,MS,3.0,Incumbent,country,Mississippi's 3rd congressional district,U.S. Representative,f1600312-a319-50ad-901a-bc1b74aa9cf5,Republican Party,2/4/70,White,Male,18ddb4dd-64b6-4c64-a80d-7a6c9702a5f6,21927.0,46.0,G000591,0.529,https://www.facebook.com/RepMichaelGuest,https://www.instagram.com/repmichaelguest/,https://twitter.com/RepMichaelGuest,https://www.youtube.com/channel/UCJ4U1a5lhZ93e2tlI8aB_tg,,https://www.facebook.com/MichaelGuestMS,https://instagram.com/michaelguestms,https://twitter.com/GuestCongress,https://www.youtube.com/channel/UCRgNM_6JTv9LlQCM5HJWwFA,,,,,,,,,,Not Competitive,0.0,,,Republican Party
Michael Harbaugh,H4OH10175,0.0,Michael,Harbaugh,,Ohio,OH,10.0,Non-Incumbent,country,Ohio's 10th congressional district ,U.S. Representative,,Independent,,,,,,,,,,,,,,https://www.facebook.com/Harbaugh4Congress,https://www.instagram.com/harbaugh4congress/,https://x.com/MHforCongress,https://www.youtube.com/channel/UCZ1Z0BeXWtogPKnSvvsUlQw/featured,https://www.tiktok.com/@harbaugh4congress,,,,,,,,,Not Competitive,0.0,,,Third Party
"Michael J. ""Mike"" Barkley",H2CA00096,0.0,Michael,Barkley,,California,CA,5.0,Non-Incumbent,country,California's 5th congressional district,U.S. Representative,ec961023-f3d8-58ab-a796-1ed3d6b8b1c5,Democratic Party,10/27/45,,,7e4fdda8-f61f-45be-a637-db1a9898dfa4,,,,,,,,,,https://www.facebook.com/mikebarkleyuscongress,,https://twitter.com/mjbarkl,,,,,,,,,,,Not Competitive,0.0,,,Democratic Party
"Michael J. LiPetri, Jr.",H0NY02267,0.0,Michael,LiPetri,,New York,NY,3.0,Non-Incumbent,country,New York's 3rd congressional district,U.S. Representative,2f93e80d-24d4-58dd-bed9-46cda68b35e6,"Conservative Party, Republican Party",7/10/90,,,d1ff87e9-c2d8-4dba-a91d-c65c0703e0a7,,,,,,,,,,https://www.facebook.com/LiPetriForCongress/,https://www.instagram.com/mikelipetri/,https://twitter.com/TheMikeLiPetri,,,,,,,,,,,Likely Democrat,1.0,,,Republican Party
"Michael J. Markey, Jr.",H4MI03243,0.0,Michael,Markey,,Michigan,MI,3.0,Non-Incumbent,country,Michigan's 3rd congressional district,U.S. Representative,96cf91d3-e148-537d-8adf-9f768c06a29a,Republican Party,,,,2aa16f9b-e885-4d08-a66f-5640afd75833,,,,,,,,,,https://www.facebook.com/MarkeyForCongress,https://www.instagram.com/michaelmarkeyjr/,https://x.com/michaelmarkeyjr,https://www.youtube.com/@MichaelJMarkeyJr,,,,,,,,,,Likely Democrat,1.0,,,Republican Party
Michael J. O'Brien,H4PA10088,0.0,Michael,Brien,,Pennsylvania,PA,10.0,Non-Incumbent,country,Pennsylvania's 10th congressional district,U.S. Representative,c2818641-6879-5078-8f28-61373b0e3bad,Democratic Party,,,,57352255-9b14-4b1d-9b94-27bfae3587bd,,,,,,,,,,https://www.facebook.com/mikeobrienforpa/,https://www.instagram.com/mikeobrienforpa/,https://twitter.com/MikeOBrienforPA,https://www.youtube.com/@MikeOBrien2023,,,,,,,,,,Lean Republican,1.0,,,Democratic Party
Michael Jonas,H4OR03200,0.0,Michael,Jonas,,Oregon,OR,3.0,Non-Incumbent,country,Oregon's 3rd congressional district,U.S. Representative,a5a85006-abd5-5a47-ba02-4a3ee9f34b88,Democratic Party,,,,1da75619-8a58-437e-ad75-39177023998c,,,,,,,,,,https://www.facebook.com/michaeljonascongress/,https://www.instagram.com/michaeljonasforcongress/,,https://www.youtube.com/@MichaelJonasforCongress/featured,https://www.tiktok.com/@michaeljonasforcongress,,,,,,,,,Not Competitive,0.0,,,Democratic Party
Michael Koslow,H4CA26162,0.0,Michael,Koslow,,California,CA,26.0,Non-Incumbent,country,California's 26th congressional district,U.S. Representative,bf884432-1fe3-5a85-8a91-6c5d87d25669,Republican Party,,,,5676739f-841e-4c3e-a073-65af9d06e428,,,,,,,,,,https://www.facebook.com/people/Michael-Koslow-For-Congress/100095280768502/,https://www.instagram.com/mikekoslow/,https://x.com/koslow4congress,,,,,,,,,,,Not Competitive,0.0,,,Republican Party
Michael L. Kripchak,H4OH06231,0.0,Michael,Kripchak,,Ohio,OH,6.0,Non-Incumbent,country,Ohio's 6th congressional district,U.S. Representative,13a7e81c-ebe6-5063-83d7-7866445c63e1,Democratic Party,,,,d39a0cb7-4585-47b3-acf6-b324fc65e4f2,,,,,,,,,,https://www.facebook.com/KripchakForCongress,https://www.instagram.com/kripchakforcongress/,https://twitter.com/KripchakOH,https://www.youtube.com/@KripchakForCongress,,,,,,,,,,Not Competitive,0.0,,,Democratic Party
Michael Lynch,H4MI02138,0.0,Michael,Lynch,,Michigan,MI,2.0,Non-Incumbent,country,Michigan's 2nd congressional district,U.S. Representative,6ba18ca0-e1de-5143-8438-185f0186e709,Democratic Party,4/30/59,,,f34adabd-43f9-40a6-bba2-742623b6cb1a,,,,,,,,,,https://www.facebook.com/electmichaellynch,,,,,,,,,,,,,Not Competitive,0.0,,,Democratic Party
Michael Maher,H2CA22215,0.0,Michael,Maher,,California,CA,21.0,Non-Incumbent,country,California's 21st congressional district,U.S. Representative,58ffb3f2-0224-54bc-b557-121cdcac5f30,Republican Party,,,,912aa724-2ff3-495c-8f0e-bd4a2d2ec33b,,,,,,,,,,https://www.facebook.com/Maher4Congress/,https://www.instagram.com/maher4congress,https://twitter.com/maher4congress,,,,,,,,,,,Not Competitive,0.0,,,Republican Party
Michael Massey,H4CT03116,0.0,Michael,Massey,,Connecticut,CT,3.0,Non-Incumbent,country,Connecticut's 3rd congressional district,U.S. Representative,e6867e50-ea04-5a24-a6a6-4fae98e210db,"Republican Party, Independent Party",,,,48b8bbad-d184-4815-8c83-7591f21377d0,,,,,,,,,,,,,,,,,,,,,,,Not Competitive,0.0,,,Republican Party
Michael McCaul,H4TX10093,0.0,Michael,McCaul,"McCAUL, Michael T.",Texas,TX,10.0,Incumbent,country,Texas's 10th congressional district,U.S. Representative,c868714a-bb28-561d-9c00-a71368215776,Republican Party,1/14/62,White,Male,f50115ef-097f-4648-a29f-095ce31988b5,20530.0,49.0,M001157,0.412,https://www.facebook.com/michaeltmccaul,https://www.instagram.com/congressman_mccaul/,https://twitter.com/RepMcCaul,https://www.youtube.com/@MichaelTMcCaul,,https://www.facebook.com/MichaelMcCaulTX,,https://twitter.com/McCaulforTexas,https://www.youtube.com/channel/UCFTcskOT4na97M00Vpu_oZw,,,,,,https://gettr.com/user/MichaelMcCaul,,,,Not Competitive,0.0,,,Republican Party
Michael McGill,H4MS04171,0.0,Michael,McGill,,Mississippi,MS,4.0,Non-Incumbent,country,Mississippi's 4th congressional district,U.S. Representative,95f54f30-2273-57b6-ad1f-94f23e56bbcd,Republican Party,,,,a4831557-38d2-4e4b-856c-e41632fadae2,,,,,,,,,,https://www.facebook.com/McGillForCongress,https://www.instagram.com/mcgillformississippi/,https://twitter.com/McGillForMS,https://www.youtube.com/@michaelmcgill669/featured,https://www.tiktok.com/@mcgillforprogress,,,,,,,,https://rumble.com/user/McGill4Congress,Not Competitive,0.0,,,Republican Party
Michael Nixon,H4GA02136,0.0,Michael,Nixon,,Georgia,GA,2.0,Non-Incumbent,country,Georgia's 2nd congressional district,U.S. Representative,76e2c419-2ba5-5111-a931-4a2a882cc9a5,Republican Party,,,,134f941d-666d-4b2e-9643-c622ee45db22,,,,,,,,,,https://www.facebook.com/nixonforga/,,https://twitter.com/MikeTheNix,,,,,,,,,,,Not Competitive,0.0,,,Republican Party
Michael Simpson,H8ID02064,0.0,Michael,Simpson,"SIMPSON, Michael K.",Idaho,ID,2.0,Incumbent,country,Idaho's 2nd congressional district,U.S. Representative,44c4c3d5-6b46-56ea-bd0d-b1903341eeb8,Republican Party,9/8/50,White,Male,08790440-2205-4356-bb22-305af262690e,29910.0,63.0,S001148,0.296,https://www.facebook.com/RepMikeSimpson,https://www.instagram.com/congressmanmikesimpson/,https://twitter.com/CongMikeSimpson,https://www.youtube.com/user/CongMikeSimpson,,https://www.facebook.com/profile.php?id=100058222833135,,https://twitter.com/mikesimpson4id,https://www.youtube.com/channel/UCxkYHwrSWGrgEK4gWe-nslA,,,,,,,,,,Not Competitive,0.0,,,Republican Party
Michael Soboleski,H4ME02283,0.0,Michael,Soboleski,,Maine,ME,2.0,Non-Incumbent,country,Maine's 2nd congressional district,U.S. Representative,c4f2ca7a-d4ce-57dd-8938-4cec1d3ad8ec,Republican Party,,,,a468cddc-46c9-4364-85ad-3cac70a2e5b5,,,,,,,,,,,https://www.instagram.com/mikesoboleski4congress/,https://twitter.com/mike_soboleski,https://www.youtube.com/channel/UCijYDhpmBEaY0Dc8okTSedA,,,,,,,,,,Democrat Toss Up,1.0,,,Republican Party
Michael Talarzyk,H4IN08298,0.0,Michael,Talarzyk,,Indiana,IN,8.0,Non-Incumbent,country,Indiana's 8th congressional district,U.S. Representative,b5fa1671-ff7f-52fc-a051-0031d3223efe,Democratic Party,,,,c0eb93ff-3bd6-4612-b68a-a4ae30e7dc60,,,,,,,,,,https://www.facebook.com/profile.php?id=61557040722777,https://www.instagram.com/miketalarzyk/,,,,,,,,,,,,Not Competitive,0.0,,,Democratic Party
Michael Turner,H2OH03067,0.0,Michael,Turner,"TURNER, Michael R.",Ohio,OH,10.0,Incumbent,country,Ohio's 10th congressional district,U.S. Representative,f3f6a20c-9631-5fe7-bfb3-7801debefdd7,Republican Party,1/11/60,White,Male,96c61eed-0c73-47d5-b209-11b20e106898,20342.0,24.0,T000463,0.267,https://www.facebook.com/RepMikeTurner,https://www.instagram.com/repmiketurner/,https://twitter.com/RepMikeTurner,https://www.youtube.com/@rep.michaelturner6425,,https://www.facebook.com/MikeTurnerforCongress,,https://twitter.com/MikeTurnerOH,,,,,,,,,,,Not Competitive,0.0,,,Republican Party
Mike Lawler,H2NY17162,0.0,Mike,Lawler,"LAWLER, Michael",New York,NY,17.0,Incumbent,country,New York's 17th congressional district,U.S. Representative,f0cebefb-0b88-53bd-9b9c-308e7dea68ee,Republican Party,9/9/86,White,Male,586b4648-41e1-49cd-bfff-9f58d15693a8,22340.0,13.0,L000599,0.186,https://www.facebook.com/RepMikeLawler,https://www.instagram.com/RepMikeLawler/,https://twitter.com/RepMikeLawler,https://www.youtube.com/@RepMikeLawler,,https://www.facebook.com/lawler4ny,https://www.instagram.com/lawler4ny,https://x.com/lawler4ny,https://www.youtube.com/@lawler4ny,,,,,,,,,,Republican Toss Up,1.0,,,Republican Party
Michelle Fischbach,H0MN07091,0.0,Michelle,Fischbach,"FISCHBACH, Michelle",Minnesota,MN,7.0,Incumbent,country,Minnesota's 7th congressional district,U.S. Representative,9efa0829-95ee-5ad1-a375-5c8acbb0fc2d,Republican Party,11/3/65,White,Female,4110e667-a889-4afa-8cd4-54ae54fc5892,22114.0,33.0,F000470,0.539,https://www.facebook.com/RepFischbach/,https://www.instagram.com/repfischbach/,https://twitter.com/RepFischbach,https://www.youtube.com/repfischbach,,https://www.facebook.com/MichelleFischbachForCongress,https://www.instagram.com/fischbachmn7/,https://twitter.com/FischbachMN7,https://www.youtube.com/channel/UCkd5PyQxUml3EyYo1VpjxXw,,,https://truthsocial.com/@RepFischbach,,,https://gettr.com/user/repfischbach,,,,Not Competitive,0.0,,,Republican Party
Michelle Steel,H0CA48198,0.0,Michelle,Steel,"STEEL, Michelle",California,CA,45.0,Incumbent,country,California's 45th congressional district,U.S. Representative,e0af4030-2a40-5d05-ba3d-557221bc2613,Republican Party,6/21/55,Asian American or Pacific Islander,Female,7d1fc304-da0e-4614-9907-7353406b8d2e,22152.0,71.0,S001135,0.37,https://www.facebook.com/RepSteel,https://www.instagram.com/repsteel/,https://twitter.com/RepSteel,https://www.youtube.com/channel/UCBNWH0p8NirP9V2DaKbgMWQ,,https://www.facebook.com/MichelleSteelCA/,https://www.instagram.com/michellesteelca/,https://twitter.com/michellesteelca,,,,,,,,,,,Lean Republican,1.0,,,Republican Party
Michelle Talkington,H4MD05219,0.0,Michelle,Talkington,,Maryland,MD,5.0,Non-Incumbent,country,Maryland's 5th congressional district,U.S. Representative,9d97722d-1b36-5350-903b-debb601ab0e7,Republican Party,,,,bbeec593-e24f-4753-a5b6-b581313b9d39,,,,,,,,,,https://www.facebook.com/profile.php?id=100086460469762,https://www.instagram.com/votemichelletalk/,https://twitter.com/Talkin4Michelle,,,,,,,,,,,Not Competitive,0.0,,,Republican Party
Michelle Vallejo,H2TX15203,0.0,Michelle,Vallejo,,Texas,TX,15.0,Non-Incumbent,country,Texas's 15th congressional district,U.S. Representative,a63d2b8c-28f2-5985-98e1-363a8d815d5d,Democratic Party,,,,6cf47cd3-6c4d-4e0b-a62a-f707b5c4c1b8,,,,,,,,,,https://www.facebook.com/michellevfortx,https://www.instagram.com/michellevfortx/,https://twitter.com/MichelleVforTX,https://www.youtube.com/@michellevallejoforcongress5573,https://www.tiktok.com/@michellevfortx?lang=en,,,,,,,,,Likely Republican,1.0,,,Democratic Party
Michelle-Ann E. Lopes Maldonado,H4VA10345,0.0,Michelle-Ann,Maldonado,,Virginia,VA,10.0,Non-Incumbent,country,Virginia's 10th congressional district,U.S. Representative,968c6913-8b93-5330-81e0-ced84991f3cf,Democratic Party,,,,36d57659-04eb-48a8-bf99-8352fee8f8e5,,,,,,,,,,https://www.facebook.com/Michelle4VA/,https://www.instagram.com/michelle4va,https://twitter.com/Michelle4VA50,https://www.youtube.com/@michelleforuscongress,,,,,,,,,,Not Competitive,0.0,,,Democratic Party
Miguel Chapa,H4CA25230,0.0,Miguel,Chapa,,California,CA,25.0,Non-Incumbent,country,California's 25th congressional district,U.S. Representative,4a2e6b9f-0f72-5f2f-8cbb-a6fce23ebcd9,Republican Party,,,,d97fe2d1-c247-49b3-8c96-4da500679405,,,,,,,,,,https://www.facebook.com/MiguelChapaCongress,https://www.instagram.com/miguelchapa4congress,https://twitter.com/MiguelChapaCD25,,https://www.tiktok.com/@miguelchapa4congress,,,,,,,,,Not Competitive,0.0,,,Republican Party
Mike Bedenbaugh,H4SC03152,0.0,Mike,Bedenbaugh,,South Carolina,SC,3.0,Non-Incumbent,country,South Carolina's 3rd congressional district,U.S. Representative,6b9e5e38-4eec-5850-8a5b-512190338fdf,Alliance Party,6/26/61,,,1756672d-2625-408c-9265-022c78f41441,,,,,,,,,,,,,,,,,,,,,,,Not Competitive,0.0,,,Third Party
Mike Bost,H4IL12060,0.0,Mike,Bost,"BOST, Mike",Illinois,IL,12.0,Incumbent,country,Illinois's 12th congressional district,U.S. Representative,49875af9-e63f-5a94-a717-0e3330ad7823,Republican Party,12/30/60,White,Male,1107dd1c-dd1f-4ada-bf8a-57050cf07666,21519.0,21.0,B001295,0.397,https://www.facebook.com/RepBost/,https://www.instagram.com/rep_bost/,https://twitter.com/RepBost,"https://www.youtube.com/channel/UCYA1psY06vSf3QadHuCrmjQ, https://www.youtube.com/channel/UCxgLCZzKuY7g_8-Iu1PSlPQ",,https://www.facebook.com/MikeBostForCongress,,https://twitter.com/BostForCongress,,,,,,https://t.me/mike_bost021,,,,,Not Competitive,0.0,,,Republican Party
Mike Boudreaux,H4CA20199,0.0,Mike,Boudreaux,,California,CA,20.0,Non-Incumbent,country,California's 20th congressional district,U.S. Representative,06fce6ba-6605-525c-a297-1a2957ff8bb0,Republican Party,,,,09f6d56c-e8ee-4dd9-8711-459a2cdd41f7,,,,,,,,,,"https://www.facebook.com/servingtheruleoflaw, https://www.facebook.com/MikeBoudreauxSheriff",https://www.instagram.com/boudreauxforcongress/,https://x.com/6pointsGoldstar,https://www.youtube.com/@TeamBoudreaux,https://www.tiktok.com/@4goldstars,,https://truthsocial.com/@Boudreaux6pointgldstar,,,,,,,Not Competitive,0.0,,,Republican Party
Mike Carey,H2OH15228,0.0,Mike,Carey,"CAREY, Mike",Ohio,OH,15.0,Incumbent,country,Ohio's 15th congressional district,U.S. Representative,c973904d-7b23-5451-8cab-69ce9a8f5970,Republican Party,3/13/71,White,Male,4f85f484-8557-45ee-af8d-870629418d05,22162.0,24.0,C001126,0.407,https://www.facebook.com/RepMikeCarey/,,https://twitter.com/RepMikeCarey,https://www.youtube.com/@congressmanmikecarey,,https://www.facebook.com/CareyforCongress/,https://www.instagram.com/careyforcongress/,https://twitter.com/MikeCareyOH15,https://www.youtube.com/channel/UCrLxMnO7lGC66fHNvPphSGw,,,,,,,https://gettr.com/user/mikecareyoh,,,Not Competitive,0.0,,,Republican Party
Mike Cargile,H0CA35146,0.0,Mike,Cargile,,California,CA,35.0,Non-Incumbent,country,California's 35th congressional district,U.S. Representative,39d6f028-4d1a-51fd-96e7-cb6ec7bdbca9,Republican Party,,,,80bbad62-6bf3-40f3-9381-b64eb94e81c4,,,,,,,,,,https://www.facebook.com/CargileForCongress,https://www.instagram.com/cargileforcongress/,https://twitter.com/CargileForCA35,https://www.youtube.com/@cargileforcongress/featured,,,,,,,https://gettr.com/user/mikecargile,,https://rumble.com/c/c-588073,Not Competitive,0.0,,,Republican Party
Mike Collins,H4GA10071,0.0,Mike,Collins,"COLLINS, Mike",Georgia,GA,10.0,Incumbent,country,Georgia's 10th congressional district,U.S. Representative,96f22675-fde7-5c99-bbb6-f540f2d3b3e6,Republican Party,7/2/67,White,Male,b9de4247-8737-4663-87d9-58c9e0010f15,22310.0,44.0,C001129,0.672,https://www.facebook.com/RepMikeCollinsGA,https://www.instagram.com/repmikecollins/,https://twitter.com/RepMikeCollins,https://www.youtube.com/@RepMikeCollins,,https://www.facebook.com/MikeCollinsGA10,https://www.instagram.com/mikecollinsga/,https://twitter.com/MikeCollinsGA,https://www.youtube.com/channel/UCjh6vFfsb53dVOGIQxBcdBA,,,,,,,,,,Not Competitive,0.0,,,Republican Party
Mike Crane,H0GA13032,0.0,Mike,Crane,,Georgia,GA,3.0,Non-Incumbent,country,Georgia's 3rd congressional district,U.S. Representative,294aafea-a578-5934-895d-f194105cba77,Republican Party,,,,d80f51de-429c-4f44-8270-37ff335f20dd,,,,,,,,,,https://www.facebook.com/mikecraneforamerica/,https://www.instagram.com/craneforamerica/,https://twitter.com/craneforamerica,https://www.youtube.com/@CraneforCongress,,,,,,,,,,Not Competitive,0.0,,,Republican Party
Mike Davey,H4FL27036,0.0,Mike,Davey,,Florida,FL,27.0,Non-Incumbent,country,Florida's 27th congressional district,U.S. Representative,b8996ab6-7b63-5663-a34d-f9e5836fcfed,Democratic Party,,,,acb8bb2b-0bab-4793-aa57-9e98e36788fb,,,,,,,,,,https://www.facebook.com/MikeDaveyForCongress/,https://www.instagram.com/mikedaveyforcongress/,https://twitter.com/MikeDaveyFL27,https://www.youtube.com/@MikeDaveyForCongress,,,,,,,,,,Not Competitive,0.0,,,Democratic Party
Mike Erickson,H2OR06124,0.0,Mike,Erickson,,Oregon,OR,6.0,Non-Incumbent,country,Oregon's 6th congressional district,U.S. Representative,6faa3465-e194-5b61-95e4-177a6217ee68,Republican Party,1/27/63,,,46cefc0f-24b7-4a3c-bb10-e35fee77c8b0,,,,,,,,,,https://www.facebook.com/EricksonForCongress,https://www.instagram.com/ericksonforcongress/,https://twitter.com/MikeErickson_OR,https://www.youtube.com/@ericksoncampaign6349/featured,,,,,,,,,,Lean Democrat,1.0,,,Republican Party
Mike Ezell,H2MS04258,0.0,Mike,Ezell,"EZELL, Mike",Mississippi,MS,4.0,Incumbent,country,Mississippi's 4th congressional district,U.S. Representative,fc720637-6a3e-5268-851e-10fd3ed24847,Republican Party,4/6/59,White,Male,856c260a-6953-4d84-99aa-3e7261ca58e6,22319.0,46.0,E000235,0.555,https://www.facebook.com/RepEzell/,https://www.instagram.com/repmikeezell/,https://twitter.com/RepEzell,https://www.youtube.com/@repezell,,https://www.facebook.com/MikeEzellMS,https://www.instagram.com/MikeEzellMS/,https://twitter.com/MikeEzellMS,https://www.youtube.com/channel/UCwV9vwjFXb7JhuVpg-I_wMw,,,,,,,,,,Not Competitive,0.0,,,Republican Party
Mike Felker,H4IN03133,0.0,Mike,Felker,,Indiana,IN,3.0,Non-Incumbent,country,Indiana's 3rd congressional district,U.S. Representative,f652777d-3698-52e9-a59e-78e8476c7bed,Republican Party,,,,ec9c698a-5dcb-4185-95a1-f1042f2c42c3,,,,,,,,,,https://www.facebook.com/felkerforcongress,https://www.instagram.com/felkerforcongress/,https://twitter.com/felkerm11,https://www.youtube.com/@felkerforcongress,https://www.tiktok.com/@felkerforcongress,,,,,,,,,Not Competitive,0.0,,,Republican Party
Mike Feuer,H4CA30198,0.0,Mike,Feuer,,California,CA,30.0,Non-Incumbent,country,California's 30th congressional district,U.S. Representative,f755ed02-cdfc-529f-9f83-1a248f1b724f,Democratic Party,,,,1c19fbb4-17ad-4151-b4d7-b7419303cff6,,,,,,,,,,https://www.facebook.com/feuermike,https://www.instagram.com/mikefeuer/,https://twitter.com/Mike_Feuer,https://www.youtube.com/@Mike_Feuer/featured,https://www.tiktok.com/@mikefeuer4congress?lang=en,,,,,,,,,Not Competitive,0.0,,,Democratic Party
Mike Flood,H2NE01118,0.0,Mike,Flood,"FLOOD, Mike",Nebraska,NE,1.0,Incumbent,country,Nebraska's 1st congressional district,U.S. Representative,74683e01-7b8a-569e-a2f9-476484c9d05b,Republican Party,2/23/75,White,Male,034dd39f-b0ca-4b19-9674-ab9f7e336e8e,22166.0,35.0,F000474,0.463,https://www.facebook.com/RepMikeFlood,https://www.instagram.com/usrepmikeflood/,https://twitter.com/USRepMikeFlood,https://www.youtube.com/@rep.mikeflood1795,,https://www.facebook.com/FloodforCongress/,,https://twitter.com/flood4nebraska,https://www.youtube.com/channel/UCMV6Q1CKn5qwoCTZDuOa_dg,,,,,,,,,,Not Competitive,0.0,,,Republican Party
Mike France,H2CT02161,0.0,Mike,France,,Connecticut,CT,2.0,Non-Incumbent,country,Connecticut's 2nd congressional district,U.S. Representative,b42962f0-9766-5dff-a292-9d1f71bd341a,Republican Party,10/22/62,,,95e44e33-fd6b-419b-9049-681d75ac9903,,,,,,,,,,https://www.facebook.com/MikeFranceforCongress,https://www.instagram.com/mikefrance4congress/,https://x.com/MikeFranceCT2,https://www.youtube.com/@MikeFranceforCongress,,,,,,,,,,Not Competitive,0.0,,,Republican Party
Mike Garcia,H0CA25105,0.0,Mike,Garcia,"GARCIA, Mike",California,CA,27.0,Incumbent,country,California's 27th congressional district,U.S. Representative,72c523a6-8d87-5aee-a032-f23d21fc2907,Republican Party,4/24/76,"Multiracial, Hispanic or Latino, White",Male,4439731d-12c3-4d84-9495-dab0e8c6840f,21988.0,71.0,G000061,0.356,https://www.facebook.com/RepMikeGarcia/,https://www.instagram.com/repmikegarcia/,https://twitter.com/RepMikeGarcia,https://www.youtube.com/channel/UCbDGRCQFM8Q7Z5jcclbCz4w,,https://www.facebook.com/electmikegarcia/,https://www.instagram.com/electmikegarcia/,https://twitter.com/ElectMikeGarcia,https://www.youtube.com/channel/UCrA_21xJELV7gy63BfhBi4g,,,,,,,,,,Republican Toss Up,1.0,,,Republican Party
